@RELATION emotionExtraTrees
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {../Emotion Audio/01_Neatral,../Emotion Audio/02_Calm,../Emotion Audio/03_Happy,../Emotion Audio/04_sad,../Emotion Audio/05_angry,../Emotion Audio/06_Fear,../Emotion Audio/07_disgust,../Emotion Audio/08_surprised}

@DATA
0.064206,0.008108,2.682231,0.259020,0.233749,1.205153,0.004896,0.180925,-33.464464,1.634818,0.274476,0.142746,-0.089333,0.128167,0.187452,-0.014947,0.079688,-0.043060,0.012415,-0.026496,-0.044292,0.012926,0.005491,0.052001,0.006234,0.010211,0.009403,0.027962,0.005642,0.005597,0.008903,0.025335,0.004836,0.019447,0.045639,0.009138,0.497588,0.074699,0.035887,0.526479,0.003437,0.141738,3.115485,0.759363,0.592264,0.458388,0.434622,0.339369,0.267002,0.255447,0.254692,0.203346,0.189732,0.186762,0.190267,0.014525,0.010149,0.037949,0.005764,0.006367,0.010754,0.021017,0.010733,0.005909,0.008825,0.014783,0.007255,0.010421,../Emotion Audio/02_Calm
0.070717,0.007637,2.927224,0.255555,0.212475,1.333493,0.011669,0.283083,-35.535375,1.263661,-0.104624,0.057968,-0.288273,-0.066894,-0.074388,-0.141085,-0.025694,-0.297802,-0.200556,-0.268999,-0.100124,0.017369,0.005155,0.019962,0.016021,0.018436,0.009207,0.023964,0.001277,0.002734,0.006841,0.014327,0.007249,0.019394,0.050367,0.008842,0.418980,0.097540,0.044242,0.672472,0.028882,0.151203,2.826044,0.612733,0.453184,0.361435,0.270319,0.231049,0.235294,0.195883,0.190836,0.221616,0.188329,0.201746,0.178268,0.018374,0.007086,0.016907,0.020840,0.021421,0.012589,0.019428,0.001183,0.002843,0.006976,0.014941,0.008963,0.014216,../Emotion Audio/02_Calm
0.052422,0.008949,3.007498,0.190970,0.221101,0.417825,0.018755,0.071625,-32.190189,1.590708,0.054730,0.144399,-0.163727,0.272212,0.145234,0.070232,0.079377,0.115770,-0.062986,0.061362,0.003307,0.004674,0.006169,0.023125,0.004583,0.008670,0.008891,0.100246,0.002157,0.004066,0.011144,0.005836,0.003688,0.032479,0.038407,0.008121,0.297573,0.058079,0.027548,0.341665,0.018371,0.090186,2.666620,0.793720,0.645409,0.310590,0.417449,0.224581,0.224578,0.216558,0.231703,0.204396,0.168446,0.175933,0.175121,0.005044,0.010513,0.027525,0.008315,0.011089,0.009482,0.047237,0.004746,0.004756,0.011131,0.007092,0.005627,0.013246,../Emotion Audio/02_Calm
0.084813,0.017485,3.037330,0.193836,0.190695,0.831163,0.013990,0.193354,-31.338966,1.246386,-0.413699,-0.134471,-0.491500,0.013056,-0.060687,-0.163355,-0.001031,-0.303189,-0.196902,-0.138458,-0.106401,0.023773,0.007655,0.030082,0.016427,0.009086,0.006474,0.071131,0.001946,0.002516,0.003163,0.005848,0.011282,0.031934,0.077287,0.013549,0.296988,0.102871,0.055005,0.701832,0.033433,0.180248,4.095008,0.897821,0.612893,0.460832,0.407880,0.333503,0.212558,0.307941,0.180396,0.248584,0.248040,0.287631,0.223894,0.017973,0.012495,0.036230,0.015998,0.013279,0.009844,0.067357,0.002507,0.002792,0.002556,0.005456,0.011225,0.022613,../Emotion Audio/02_Calm
0.061150,0.009306,2.699071,0.243308,0.234033,0.695904,0.016304,0.169558,-32.567960,1.899883,0.254041,0.111808,0.156810,0.247596,0.113364,-0.042999,0.071516,0.103905,-0.065191,0.063328,0.006972,0.004002,0.001273,0.031912,0.009888,0.032242,0.005194,0.102323,0.001704,0.003868,0.007672,0.012804,0.005116,0.033870,0.064277,0.010434,0.390539,0.098115,0.060554,0.667682,0.046459,0.199848,3.415279,0.852628,0.481934,0.363833,0.465607,0.265318,0.164187,0.198417,0.213445,0.200885,0.177235,0.168447,0.161518,0.004490,0.001406,0.024177,0.011762,0.026683,0.005092,0.051993,0.002256,0.004040,0.007828,0.010808,0.006375,0.014617,../Emotion Audio/02_Calm
0.065605,0.012139,3.067405,0.247973,0.239403,0.956451,0.006736,0.219731,-31.555630,1.723874,-0.042842,-0.074906,-0.373222,0.304081,-0.214313,-0.193864,0.002698,-0.206022,-0.161983,-0.247005,-0.211194,0.025880,0.005558,0.016484,0.018973,0.005505,0.005587,0.033588,0.001368,0.002541,0.013512,0.021609,0.008926,0.024020,0.057794,0.010962,0.245219,0.068598,0.022291,0.614825,0.006526,0.158845,2.317972,0.760722,0.467103,0.416925,0.292262,0.278691,0.206302,0.206724,0.210551,0.215752,0.210879,0.188270,0.213550,0.032610,0.009319,0.016523,0.018368,0.006538,0.008122,0.034079,0.001195,0.002413,0.014003,0.018187,0.009297,0.016795,../Emotion Audio/02_Calm
0.094614,0.012080,3.094508,0.230679,0.227929,1.008319,0.006206,0.245783,-30.644233,1.995545,0.369748,0.140208,-0.237940,0.281428,0.065109,0.045601,-0.055709,-0.003440,0.038974,0.025276,0.133988,0.008527,0.003707,0.043357,0.009464,0.020815,0.016329,0.030542,0.003566,0.008252,0.018407,0.020718,0.004228,0.021306,0.059583,0.013227,0.244341,0.059734,0.024800,0.495251,0.004340,0.123518,2.333255,0.741975,0.494298,0.352937,0.351617,0.266055,0.189150,0.212715,0.250498,0.163352,0.164917,0.158918,0.145065,0.008052,0.004968,0.038609,0.009651,0.016849,0.024129,0.022797,0.005896,0.007517,0.017703,0.019954,0.004312,0.012059,../Emotion Audio/02_Calm
0.061695,0.013011,2.748820,0.248746,0.256416,0.393909,0.009464,0.079858,-31.433173,2.140820,0.354088,0.295777,-0.031259,-0.095021,-0.019711,-0.123265,0.065066,-0.031212,-0.014531,-0.164865,-0.183600,0.031895,0.001665,0.056575,0.010525,0.005800,0.002517,0.094535,0.000956,0.002536,0.005801,0.021187,0.006747,0.042651,0.051509,0.009995,0.406838,0.057898,0.027797,0.418631,0.008247,0.117669,1.709985,0.621122,0.517069,0.452939,0.250247,0.223528,0.206115,0.235278,0.193989,0.213456,0.181324,0.169042,0.192031,0.035486,0.002062,0.055626,0.015681,0.006744,0.002682,0.043040,0.002377,0.005012,0.004212,0.022425,0.010187,0.017470,../Emotion Audio/02_Calm
0.053943,0.008129,2.985235,0.210775,0.231996,0.697026,0.007108,0.175630,-31.238596,2.224627,0.552749,0.132050,-0.088825,0.383672,0.063571,0.073659,0.044508,0.063901,0.031142,0.029904,0.121137,0.007596,0.002517,0.045095,0.011492,0.010940,0.007625,0.057556,0.001270,0.004480,0.006654,0.096693,0.004477,0.041135,0.040005,0.007956,0.221931,0.061180,0.022469,0.511505,0.007055,0.144281,1.751665,0.633188,0.551751,0.342602,0.337521,0.290999,0.188440,0.221886,0.238135,0.218473,0.156481,0.154891,0.133623,0.007914,0.002985,0.031337,0.012391,0.007196,0.012751,0.046064,0.001881,0.004865,0.006570,0.066986,0.006012,0.018033,../Emotion Audio/02_Calm
0.096252,0.022489,2.968283,0.223189,0.236807,0.714548,0.007608,0.127182,-31.684878,1.898605,0.081416,-0.002544,-0.278803,0.109529,0.094414,-0.090902,0.070324,-0.191330,-0.222687,-0.276506,-0.204998,0.014392,0.005613,0.093273,0.035019,0.007507,0.003430,0.034839,0.001310,0.003439,0.006663,0.024718,0.005833,0.036262,0.043129,0.022088,0.378376,0.056857,0.025239,0.430852,0.004484,0.108076,2.360046,0.679371,0.553760,0.440416,0.351148,0.260482,0.244986,0.245597,0.238976,0.210447,0.277020,0.223070,0.191679,0.016959,0.007824,0.079774,0.036514,0.008297,0.003955,0.027759,0.001764,0.007064,0.006927,0.020436,0.008606,0.020710,../Emotion Audio/02_Calm
0.055539,0.011068,2.896817,0.252376,0.258997,0.413666,0.008324,0.073056,-31.315767,2.117094,0.584348,0.337731,0.191162,0.198443,0.233334,0.039058,0.034922,0.086378,-0.049982,0.100571,0.021645,0.013712,0.000960,0.074626,0.011906,0.020046,0.001827,0.098354,0.000552,0.001688,0.004205,0.022900,0.001472,0.045180,0.050763,0.005200,0.236496,0.053381,0.016963,0.461145,0.006501,0.125661,1.543697,0.708001,0.454657,0.298210,0.310491,0.225742,0.212714,0.208949,0.193580,0.182657,0.156759,0.175590,0.149140,0.018685,0.001505,0.069157,0.008277,0.014966,0.002211,0.034780,0.000809,0.001846,0.006006,0.023806,0.001872,0.013692,../Emotion Audio/02_Calm
0.099282,0.012883,2.942476,0.279409,0.241338,1.179639,0.005553,0.311668,-32.354902,1.756519,0.036708,0.153311,-0.128904,0.003632,-0.040113,-0.165064,-0.249777,-0.186746,-0.250235,-0.045648,-0.155324,0.024645,0.003041,0.041759,0.019426,0.017746,0.015581,0.022877,0.002318,0.003415,0.015205,0.022034,0.003825,0.025494,0.061184,0.012535,0.456054,0.062376,0.028483,0.508333,0.004122,0.112825,2.036855,0.607009,0.502534,0.355246,0.288675,0.270128,0.224918,0.269355,0.260268,0.243952,0.243721,0.221110,0.219986,0.029285,0.004900,0.043688,0.028581,0.017823,0.021920,0.017915,0.002360,0.004057,0.016816,0.022951,0.006170,0.014119,../Emotion Audio/02_Calm
0.056933,0.006567,2.618274,0.291620,0.250080,0.990365,0.006092,0.231722,-34.735528,1.784857,0.208987,0.149741,-0.193277,0.173300,0.219421,-0.071109,-0.058799,0.010133,0.029499,0.057029,0.050663,0.008510,0.002399,0.046396,0.011813,0.011682,0.005845,0.102300,0.004469,0.005631,0.006253,0.016140,0.004329,0.036433,0.053612,0.009400,0.432720,0.068608,0.035033,0.674806,0.003985,0.206344,2.452257,0.547995,0.534215,0.315159,0.315608,0.242544,0.241115,0.234038,0.244016,0.192223,0.225304,0.220083,0.174256,0.008780,0.003141,0.039884,0.010590,0.009093,0.005566,0.076426,0.008702,0.010828,0.006826,0.017903,0.005933,0.018737,../Emotion Audio/02_Calm
0.060464,0.007913,2.883197,0.254811,0.207194,1.326155,0.019347,0.318326,-35.602452,1.409967,-0.042314,0.018581,-0.076587,0.020965,-0.083391,-0.186588,-0.129557,-0.188196,-0.051701,-0.002009,0.034993,0.007032,0.001705,0.011409,0.006717,0.009744,0.011448,0.038826,0.001364,0.004377,0.016440,0.022683,0.004018,0.020505,0.053358,0.007608,0.520466,0.109420,0.049537,0.752774,0.028521,0.196241,2.899860,0.744496,0.411717,0.330273,0.289459,0.285880,0.216910,0.252415,0.183821,0.211725,0.200456,0.187246,0.202604,0.008884,0.002531,0.020486,0.007686,0.011311,0.013727,0.026440,0.001441,0.005481,0.013906,0.023438,0.005226,0.011553,../Emotion Audio/02_Calm
0.046445,0.008287,2.867372,0.179755,0.223958,0.292515,0.021685,0.044667,-31.692713,2.340645,0.270264,0.258818,-0.034293,0.055276,0.046625,0.107689,-0.036034,0.121082,0.000050,0.036628,-0.056892,0.007417,0.004259,0.052919,0.015193,0.021331,0.009360,0.125581,0.001840,0.003338,0.011198,0.014931,0.003565,0.045420,0.042596,0.009731,0.320872,0.080326,0.044381,0.332080,0.028036,0.058171,3.125761,0.782142,0.641864,0.350637,0.342277,0.296639,0.285898,0.255533,0.252202,0.217613,0.186619,0.177278,0.189670,0.012299,0.009453,0.048444,0.016227,0.022702,0.011094,0.068083,0.004610,0.004972,0.013529,0.020113,0.005210,0.017057,../Emotion Audio/02_Calm
0.062758,0.012533,2.912583,0.197280,0.174638,0.940928,0.009211,0.224448,-35.119764,1.567561,-0.048164,-0.076470,-0.091126,0.192407,-0.103397,0.040143,-0.030738,-0.092463,-0.015996,-0.103986,-0.121040,0.010204,0.003090,0.013307,0.009155,0.006867,0.008388,0.054135,0.003607,0.006281,0.012376,0.022776,0.005768,0.023941,0.052253,0.011220,0.496026,0.100183,0.045627,0.569484,0.017614,0.131430,2.460426,0.682390,0.602115,0.341937,0.276336,0.287251,0.239766,0.227886,0.170454,0.228978,0.192705,0.188889,0.154557,0.010022,0.003803,0.014470,0.014019,0.005598,0.012393,0.031518,0.006339,0.011364,0.010672,0.033507,0.007854,0.011729,../Emotion Audio/02_Calm
0.068551,0.013597,2.781780,0.227393,0.244234,0.483560,0.007704,0.079198,-32.725227,2.224548,0.592791,0.396798,-0.090502,0.212789,0.157070,-0.047441,0.130608,0.029080,0.125322,0.014370,0.051971,0.005983,0.001648,0.059791,0.007620,0.024593,0.006003,0.135771,0.000754,0.003918,0.006679,0.017002,0.003917,0.048141,0.053618,0.014792,0.333048,0.062157,0.031018,0.490561,0.005187,0.117255,2.347447,0.610832,0.597103,0.289561,0.363420,0.223253,0.196910,0.240371,0.241803,0.162055,0.178642,0.197218,0.139132,0.009013,0.002362,0.043412,0.008185,0.022510,0.008482,0.055419,0.001232,0.005120,0.007325,0.021605,0.006780,0.015110,../Emotion Audio/02_Calm
0.032427,0.023532,3.032940,0.282814,0.236995,0.843412,0.071303,0.127424,-35.547110,1.593897,0.150538,0.208028,-0.022411,0.102291,0.113654,-0.044143,0.010488,-0.095954,-0.077270,-0.095900,-0.161707,0.032294,0.001527,0.013173,0.004052,0.003975,0.003366,0.074851,0.000643,0.001752,0.024662,0.020632,0.003914,0.035204,0.042368,0.019415,0.314016,0.123506,0.065990,0.738031,0.139732,0.225636,3.983245,0.762327,0.425840,0.406963,0.189869,0.248957,0.239144,0.230923,0.173810,0.149614,0.184206,0.151258,0.180023,0.029825,0.002286,0.020024,0.005931,0.003595,0.005022,0.038143,0.000877,0.001860,0.033687,0.026621,0.004859,0.013421,../Emotion Audio/02_Calm
0.051737,0.012281,2.729923,0.252409,0.238248,0.892268,0.006873,0.234403,-32.472476,1.988507,0.508284,0.336089,-0.083809,0.220497,0.240051,0.023330,0.189678,0.098361,-0.012296,0.017320,0.085648,0.012994,0.002055,0.076097,0.004329,0.009074,0.008804,0.082851,0.000587,0.002954,0.007661,0.040154,0.004066,0.041558,0.042960,0.011856,0.312596,0.066077,0.023584,0.637214,0.006135,0.173893,2.164440,0.936675,0.461245,0.365048,0.321696,0.264058,0.292934,0.251234,0.270490,0.160320,0.172170,0.164704,0.152779,0.019379,0.002807,0.053746,0.005737,0.008406,0.013235,0.060594,0.000713,0.004999,0.009181,0.038117,0.008093,0.020069,../Emotion Audio/02_Calm
0.047195,0.011905,2.485421,0.238990,0.192525,1.359973,0.004843,0.333854,-34.695817,1.218752,0.088540,-0.103711,-0.166710,0.091326,-0.057398,-0.122239,-0.025640,-0.122049,-0.052726,-0.099475,-0.114185,0.026413,0.002293,0.017925,0.007231,0.005037,0.004326,0.039989,0.003339,0.003033,0.004793,0.015941,0.006444,0.019956,0.043486,0.009515,0.424426,0.105400,0.048284,0.769706,0.006141,0.186171,3.136500,0.650306,0.431675,0.315876,0.223297,0.180347,0.198728,0.206161,0.166476,0.159169,0.143713,0.159186,0.156445,0.025065,0.001530,0.016715,0.007361,0.003913,0.003708,0.023317,0.005007,0.002951,0.004610,0.018551,0.006499,0.011650,../Emotion Audio/02_Calm
0.116657,0.004897,2.838162,0.258813,0.232049,1.013824,0.005153,0.197242,-34.008766,1.787552,0.312663,0.010486,-0.234293,0.120937,0.343735,-0.019820,0.130197,0.004430,0.021311,0.001499,-0.035465,0.010393,0.003906,0.049950,0.008769,0.008506,0.008413,0.046050,0.002391,0.006300,0.019535,0.019508,0.010446,0.023555,0.060395,0.005077,0.530264,0.073856,0.033674,0.512770,0.003222,0.127041,2.205799,0.852514,0.652121,0.281365,0.373337,0.294445,0.267443,0.255723,0.240282,0.194923,0.172517,0.136825,0.168586,0.010947,0.006267,0.038283,0.012342,0.007471,0.009016,0.029322,0.003503,0.010432,0.017835,0.013271,0.015038,0.011836,../Emotion Audio/02_Calm
0.064268,0.012903,3.088737,0.231801,0.198041,1.293955,0.022827,0.291692,-35.271988,1.389866,0.002767,0.082313,-0.124738,0.023303,-0.056497,-0.177976,0.001860,-0.228507,-0.191007,-0.201045,-0.113327,0.031466,0.003256,0.021363,0.012833,0.011408,0.005619,0.035521,0.001146,0.003261,0.005555,0.015802,0.007773,0.022801,0.047922,0.011263,0.228190,0.092383,0.041090,0.637912,0.046187,0.153809,2.492135,0.571220,0.446318,0.397662,0.244805,0.213132,0.234609,0.196046,0.199793,0.218521,0.169160,0.149533,0.182722,0.027385,0.004481,0.021416,0.012944,0.013565,0.006700,0.013590,0.000813,0.004758,0.005432,0.011127,0.007100,0.012778,../Emotion Audio/02_Calm
0.065803,0.010324,3.085359,0.189079,0.211252,0.514000,0.012246,0.092844,-30.942243,1.467843,-0.112264,0.090599,-0.205021,0.335833,0.095201,0.009722,0.103991,0.063743,-0.086233,0.066651,0.048012,0.004042,0.004599,0.015924,0.008252,0.008975,0.009372,0.070366,0.005346,0.008613,0.016338,0.008784,0.004461,0.025252,0.046477,0.008805,0.280173,0.065873,0.032759,0.363661,0.012000,0.086488,3.015034,0.765782,0.794145,0.366598,0.475301,0.324996,0.263539,0.213937,0.241613,0.222940,0.195132,0.175610,0.211036,0.003989,0.006086,0.018269,0.010479,0.012482,0.013796,0.040690,0.010699,0.010452,0.018197,0.011937,0.008712,0.011324,../Emotion Audio/02_Calm
0.063756,0.012712,2.842889,0.240046,0.211538,1.000618,0.040054,0.202542,-33.232101,1.293203,-0.120111,-0.136568,-0.308663,0.081606,-0.133629,-0.128912,-0.043892,-0.295421,-0.183018,-0.293052,-0.170089,0.024471,0.007143,0.027098,0.016430,0.011445,0.004789,0.021664,0.001957,0.005309,0.004283,0.010123,0.011842,0.019585,0.053681,0.009318,0.393519,0.111671,0.054300,0.756827,0.050298,0.163724,2.826272,0.829747,0.602870,0.480597,0.311684,0.404150,0.226891,0.209898,0.206907,0.256095,0.224799,0.180412,0.227016,0.026127,0.008078,0.032858,0.017622,0.019841,0.005213,0.020834,0.002472,0.008288,0.002624,0.011016,0.019317,0.012539,../Emotion Audio/02_Calm
0.064527,0.004710,2.575627,0.293260,0.261027,0.861609,0.004880,0.237969,-33.290017,1.706620,0.243557,0.151445,0.111083,0.298783,0.181185,0.000643,0.119567,0.093002,0.014437,0.099469,0.019824,0.007819,0.002642,0.064377,0.003961,0.015114,0.004117,0.113429,0.002366,0.005948,0.004462,0.011786,0.002870,0.041131,0.056969,0.006897,0.411741,0.073864,0.035347,0.610964,0.003608,0.203138,2.776792,0.720428,0.518127,0.334381,0.403055,0.234749,0.207102,0.226539,0.218261,0.169498,0.188447,0.153841,0.177743,0.008240,0.004401,0.039106,0.004097,0.016291,0.005264,0.053598,0.003741,0.005955,0.004539,0.013761,0.006074,0.015839,../Emotion Audio/02_Calm
0.057567,0.012588,2.893055,0.224316,0.230334,0.636856,0.032334,0.166872,-30.692508,1.871407,-0.006440,0.054290,-0.200637,0.223575,-0.088410,-0.134087,0.039831,-0.110028,-0.181091,-0.136536,-0.276432,0.022140,0.004016,0.023605,0.009675,0.005812,0.004079,0.073593,0.001398,0.003502,0.015344,0.037422,0.006418,0.036894,0.056246,0.009865,0.367502,0.078342,0.037966,0.533269,0.054873,0.156254,2.413370,0.750622,0.597409,0.552498,0.317749,0.297040,0.251263,0.205634,0.202514,0.222054,0.201021,0.179467,0.192148,0.025817,0.005163,0.023567,0.011910,0.008101,0.005728,0.045913,0.002081,0.006417,0.014067,0.020342,0.011551,0.019467,../Emotion Audio/02_Calm
0.057874,0.015185,3.036295,0.222680,0.243017,0.596773,0.004415,0.106025,-30.200309,2.094487,0.109992,0.090193,-0.188656,0.448815,0.085543,0.158084,0.059159,0.029265,0.082667,0.135868,0.073573,0.007134,0.005774,0.069629,0.010231,0.020073,0.007642,0.034569,0.002376,0.003934,0.006123,0.050147,0.005343,0.028973,0.041683,0.013108,0.248848,0.064075,0.026132,0.413454,0.002671,0.105486,2.684608,0.677273,0.520723,0.391621,0.407270,0.373167,0.230738,0.217656,0.185599,0.212442,0.207850,0.174436,0.167977,0.008209,0.007857,0.030766,0.012533,0.016170,0.006794,0.018253,0.003309,0.004124,0.005177,0.031601,0.006760,0.009097,../Emotion Audio/02_Calm
0.059118,0.021324,2.824247,0.245416,0.256936,0.422918,0.010513,0.073206,-30.631643,2.126013,0.253101,0.164275,-0.106189,-0.032316,-0.047405,-0.083720,0.116987,-0.002408,-0.007195,-0.145536,-0.246994,0.033002,0.002635,0.065993,0.005642,0.004685,0.002990,0.084956,0.000865,0.002110,0.007252,0.026819,0.009071,0.043138,0.052941,0.016918,0.327733,0.053790,0.020027,0.449717,0.008660,0.111453,1.615370,0.594939,0.585376,0.493742,0.291953,0.232835,0.277138,0.231365,0.232060,0.225884,0.198335,0.170440,0.186880,0.034068,0.003645,0.068583,0.008480,0.006826,0.004362,0.033528,0.001200,0.003253,0.007745,0.019768,0.014534,0.016110,../Emotion Audio/02_Calm
0.038928,0.009853,2.929802,0.182400,0.191127,0.614985,0.032119,0.106153,-34.499954,1.975913,0.383886,0.255267,-0.122289,0.185293,0.084760,0.175200,0.085637,0.022204,0.054382,-0.045485,0.077280,0.012437,0.002551,0.062137,0.004515,0.007367,0.003780,0.091476,0.000842,0.002826,0.005124,0.057489,0.004752,0.042640,0.038844,0.006931,0.358268,0.107692,0.057100,0.561639,0.065777,0.154140,2.706925,0.549284,0.424233,0.262126,0.254427,0.208604,0.181991,0.209465,0.152860,0.178969,0.130786,0.134282,0.137368,0.012760,0.004848,0.047545,0.005871,0.008159,0.003859,0.049475,0.002009,0.003890,0.004844,0.034429,0.008728,0.014737,../Emotion Audio/02_Calm
0.098890,0.027383,2.960816,0.252912,0.250824,0.709670,0.006829,0.177255,-31.483256,2.216188,0.226391,0.276694,-0.152049,0.119496,0.016223,0.006086,0.088134,-0.119420,-0.095913,-0.179729,-0.286971,0.034578,0.006987,0.094287,0.007428,0.006250,0.003322,0.057698,0.001558,0.001807,0.016686,0.034169,0.008580,0.040388,0.049213,0.025794,0.327532,0.052818,0.019788,0.448175,0.005441,0.155071,1.965266,0.463569,0.510522,0.417304,0.336097,0.280039,0.262364,0.244336,0.190317,0.235490,0.218545,0.240319,0.228570,0.031746,0.012293,0.070746,0.006971,0.006892,0.004587,0.034830,0.002842,0.001902,0.018788,0.027720,0.011230,0.016123,../Emotion Audio/02_Calm
0.048544,0.011366,2.838013,0.234796,0.251020,0.432171,0.010712,0.089646,-31.404093,2.149325,0.494345,0.333849,0.162107,0.212655,0.260747,-0.006899,0.017430,0.137082,-0.079534,0.044323,0.018052,0.010011,0.000766,0.067929,0.017747,0.020565,0.002389,0.096510,0.001547,0.001828,0.006303,0.020427,0.001381,0.043238,0.050838,0.008236,0.327591,0.057938,0.016855,0.501391,0.011288,0.128128,1.658606,0.728408,0.527254,0.371920,0.363307,0.226587,0.262209,0.257251,0.226176,0.198131,0.211896,0.161541,0.149398,0.011885,0.000892,0.052648,0.019545,0.015985,0.002260,0.034134,0.002712,0.001934,0.008178,0.021383,0.001578,0.014183,../Emotion Audio/02_Calm
0.080006,0.022703,2.996287,0.270872,0.235478,1.218206,0.006222,0.292195,-31.994594,1.835255,0.055543,0.133849,-0.121864,-0.003726,-0.044347,-0.076857,-0.153673,-0.164440,-0.263896,-0.131054,-0.245778,0.013729,0.003956,0.030506,0.025368,0.011950,0.007825,0.026083,0.002422,0.003991,0.018556,0.027213,0.004511,0.022050,0.051193,0.019397,0.305273,0.065984,0.021831,0.581331,0.004477,0.162592,2.586040,0.673996,0.551375,0.361246,0.273779,0.312236,0.232841,0.217368,0.207165,0.235085,0.236424,0.231643,0.196655,0.014363,0.006010,0.030280,0.028850,0.013339,0.008803,0.021300,0.002573,0.004291,0.017620,0.032082,0.008613,0.010140,../Emotion Audio/02_Calm
0.054634,0.008238,2.601595,0.296468,0.254415,1.015532,0.005750,0.258625,-34.399762,1.663269,0.122996,0.159264,-0.113883,0.124003,0.194780,-0.002481,0.006832,0.032836,0.054096,-0.000784,0.003205,0.009176,0.002420,0.044014,0.015390,0.008819,0.009294,0.098104,0.004544,0.002712,0.005112,0.019345,0.005983,0.037014,0.057511,0.008567,0.366537,0.073094,0.035080,0.585296,0.003611,0.166776,2.883535,0.516685,0.629421,0.308508,0.332174,0.185163,0.235580,0.241746,0.215102,0.229324,0.198120,0.159925,0.181435,0.012261,0.003056,0.035313,0.014051,0.008704,0.015918,0.072394,0.008606,0.002278,0.008448,0.024058,0.008181,0.018080,../Emotion Audio/02_Calm
0.057024,0.016312,3.027151,0.218077,0.182061,1.252717,0.014047,0.282997,-35.144466,1.405439,0.033239,-0.031556,-0.031691,0.011980,-0.145300,-0.119048,-0.144647,-0.199052,-0.126853,-0.158423,-0.074535,0.010241,0.001950,0.030927,0.012435,0.015707,0.005365,0.043384,0.001508,0.002034,0.006898,0.017109,0.002280,0.026359,0.053115,0.012206,0.376611,0.079303,0.035847,0.599696,0.038826,0.154868,2.910001,0.683231,0.425323,0.360892,0.294803,0.273622,0.227043,0.188517,0.170289,0.194930,0.233478,0.216033,0.219297,0.012554,0.002570,0.043077,0.016606,0.023009,0.008271,0.014944,0.002858,0.003299,0.007082,0.015931,0.003068,0.013711,../Emotion Audio/02_Calm
